"...1","fish_psite_combo","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","Dissector_and_Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","psite_spp.x","psite_count","scaled_TL_mm","Fish_sp.x","psite_spp.y","Fish_sp.y","Life_History","Parasite_taxonomic_group","Parasite_genus","Parasite_epithet","Parasite_species","before_after","lat_long","site","distance_m","mean_streamflow","collection_date","mean_temperature","season","psite_presence","mean_nitrogen","logTL_mm","As","Ba","Cd","Cr","Cu","Pb","Fe","Mg","Mn","Hg","Ni","Zn","Elements_PC1","Elements_PC2"
2124,"Carpiodes velifer_MYX.KL",159147,1990,10,"19","159147_02","KL GMC DD","03/19/2024",NA,56,41,NA,"control","control_1954-1963",30.76528,-89.83222,"MYX.KL",0,1.02622343565151,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,221.333333333333,1990-10-19,19.375,"fall",0,0.766666666666667,4.02535169073515,NA,27.75,NA,NA,2,1,205,1.175,13.75,NA,1,8,-0.74803891917714,-2.15086364296409
2129,"Carpiodes velifer_MYX.KL",165054,1992,7,"18","165054_01","dmdm","07/29/2024","na",46,36,986,"control","control_1984-1993",30.77583,-89.82722,"MYX.KL",0,0.0866865522275173,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,101.666666666667,1992-07-18,22.125,"summer",0,0.72,3.8286413964891,1,24,NA,1,3,4,244,1.1,26.5,NA,2,3,-0.995410603773935,-1.9215747680271
2130,"Carpiodes velifer_MYX.KL",165054,1992,7,"18","165054_04","DJB/KL","07/29/2024","na",42,31,860,"control","control_1984-1993",30.77583,-89.82722,"MYX.KL",0,-0.289128201142078,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,101.666666666667,1992-07-18,22.125,"summer",0,0.72,3.73766961828337,1,24,NA,1,3,4,244,1.1,26.5,NA,2,3,-0.995410603773935,-1.9215747680271
2131,"Carpiodes velifer_MYX.KL",165054,1992,7,"18","165054_03","CJW","07/29/2024","na",42,33,781,"control","control_1984-1993",30.77583,-89.82722,"MYX.KL",0,-0.289128201142078,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,101.666666666667,1992-07-18,22.125,"summer",0,0.72,3.73766961828337,1,24,NA,1,3,4,244,1.1,26.5,NA,2,3,-0.995410603773935,-1.9215747680271
2132,"Carpiodes velifer_MYX.KL",165054,1992,7,"18","165054_02","gmc","07/29/2024","na",42,33,1047,"control","control_1984-1993",30.77583,-89.82722,"MYX.KL",0,-0.289128201142078,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77583_-89.82722","CB",-1996.6,101.666666666667,1992-07-18,22.125,"summer",0,0.72,3.73766961828337,1,24,NA,1,3,4,244,1.1,26.5,NA,2,3,-0.995410603773935,-1.9215747680271
2133,"Carpiodes velifer_MYX.KL",165064,1992,7,"18","165064_02","djb dmdm","08/01/2024","na",63,48,2765,"control","control_1954-1963",30.76528,-89.83222,"MYX.KL",0,1.6838992540483,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,101.666666666667,1992-07-18,22.125,"summer",0,0.72,4.14313472639153,1,24,NA,1,3,4,244,1.1,26.5,NA,2,3,-0.995410603773935,-1.9215747680271
2134,"Carpiodes velifer_MYX.KL",165064,1992,7,"18","165064_01","sc kl gmc","08/01/2024","na",68,52,3409,"control","control_1954-1963",30.76528,-89.83222,"MYX.KL",0,2.15366769576029,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,101.666666666667,1992-07-18,22.125,"summer",0,0.72,4.21950770517611,1,24,NA,1,3,4,244,1.1,26.5,NA,2,3,-0.995410603773935,-1.9215747680271
2172,"Carpiodes velifer_MYX.KL",112536,1979,4,"20","112536_04","JT GMC","07/31/2024","na",41,30,598,"control","control_1974-1983",30.77861,-89.82972,"MYX.KL",0,-0.383081889484477,"Carpiodes velifer","MYX.KL","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,46,1979-04-20,20.6666666666667,"spring",0,0.854090909090909,3.71357206670431,1.25,48.3333333333333,0,5,5,13.75,1105,1.125,136.666666666667,0.025,NA,17.7777777777778,3.13876967056841,0.708926074366202
2235,"Carpiodes velifer_MYX.S",99448,1976,10,"13","99448_01","JT IJ SC","07/30/2024","na",37,25,374,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.758896642854073,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,332.416666666667,1976-10-13,19.6875,"fall",0,0.875625,3.61091791264422,1.08333333333333,NA,0.25,15,6.16666666666667,4.75,860,0.76,65.3333333333333,0.05,NA,30,-2.2785247593422,3.70637378240666
2236,"Carpiodes velifer_MYX.S",99448,1976,10,"13","99448_03","sc ij gmc","07/30/2024","na",33,23,260,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-1.13471139622367,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,332.416666666667,1976-10-13,19.6875,"fall",0,0.875625,3.49650756146648,1.08333333333333,NA,0.25,15,6.16666666666667,4.75,860,0.76,65.3333333333333,0.05,NA,30,-2.2785247593422,3.70637378240666
2237,"Carpiodes velifer_MYX.S",99448,1976,10,"13","99448_04","sc ij gmc","07/30/2024","na",51,37,1185,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,0.556454993939512,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,332.416666666667,1976-10-13,19.6875,"fall",0,0.875625,3.93182563272433,1.08333333333333,NA,0.25,15,6.16666666666667,4.75,860,0.76,65.3333333333333,0.05,NA,30,-2.2785247593422,3.70637378240666
2238,"Carpiodes velifer_MYX.S",99448,1976,10,"13","99448_02","djb cjw","07/30/2024","na",33,23,279,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-1.13471139622367,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,332.416666666667,1976-10-13,19.6875,"fall",0,0.875625,3.49650756146648,1.08333333333333,NA,0.25,15,6.16666666666667,4.75,860,0.76,65.3333333333333,0.05,NA,30,-2.2785247593422,3.70637378240666
2241,"Carpiodes velifer_MYX.S",100830,1977,1,"19","100830_04","jt kl","08/01/2024","na",34,27,301,"control","control_1974-1983",30.76639,-89.83195,"MYX.S",0,-1.04075770788127,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.52636052461616,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
2242,"Carpiodes velifer_MYX.S",100830,1977,1,"19","100830_02","djb kl","08/01/2024","na",44,31,684,"control","control_1974-1983",30.76639,-89.83195,"MYX.S",0,-0.101220824457281,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.78418963391826,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
2243,"Carpiodes velifer_MYX.S",100830,1977,1,"19","100830_01","jt dmdm","08/01/2024","na",33,23,256,"control","control_1974-1983",30.76639,-89.83195,"MYX.S",0,-1.13471139622367,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.49650756146648,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
2244,"Carpiodes velifer_MYX.S",100830,1977,1,"19","100830_03","djb dmdm","08/01/2024","na",39,28,429,"control","control_1974-1983",30.76639,-89.83195,"MYX.S",0,-0.570989266169275,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76639_-89.83195","CA",-701.21,397.888888888889,1977-01-19,18.4230769230769,"winter",0,0.881176470588235,3.66356164612965,1.13333333333333,NA,0.2,13.3333333333333,6.93333333333333,3.6,1095.83333333333,0.825,91.1111111111111,0.1,NA,25.6666666666667,-1.5947469801013,3.22516635563568
2245,"Carpiodes velifer_MYX.S",112536,1979,4,"20","112536_02","JT KL","07/31/2024","na",43,31,667,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.195174512799679,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,46,1979-04-20,20.6666666666667,"spring",0,0.854090909090909,3.76120011569356,1.25,48.3333333333333,0,5,5,13.75,1105,1.125,136.666666666667,0.025,NA,17.7777777777778,3.13876967056841,0.708926074366202
2246,"Carpiodes velifer_MYX.S",112536,1979,4,"20","112536_01","ij djb dmdm","07/31/2024","na",45,32,905,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.0072671361148816,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,46,1979-04-20,20.6666666666667,"spring",0,0.854090909090909,3.80666248977032,1.25,48.3333333333333,0,5,5,13.75,1105,1.125,136.666666666667,0.025,NA,17.7777777777778,3.13876967056841,0.708926074366202
2247,"Carpiodes velifer_MYX.S",112536,1979,4,"20","112536_03","JT KL","07/31/2024","na",42,28,540,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.289128201142078,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,46,1979-04-20,20.6666666666667,"spring",0,0.854090909090909,3.73766961828337,1.25,48.3333333333333,0,5,5,13.75,1105,1.125,136.666666666667,0.025,NA,17.7777777777778,3.13876967056841,0.708926074366202
2252,"Carpiodes velifer_MYX.S",120209,1981,1,"22","120209_01","jt cjw","08/01/2024","na",37,26,308,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.758896642854073,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,120.25,1981-01-22,19.4666666666667,"winter",0,1.16357142857143,3.61091791264422,0.833333333333333,36.6666666666667,0,4.16666666666667,4.66666666666667,10.375,1085.83333333333,1.14166666666667,152.5,0.0666666666666667,1.125,21.25,2.57787371952425,0.530843221865438
2253,"Carpiodes velifer_MYX.S",120209,1981,1,"22","120209_02","jt kl","08/01/2024","na",43,31,623,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.195174512799679,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,120.25,1981-01-22,19.4666666666667,"winter",0,1.16357142857143,3.76120011569356,0.833333333333333,36.6666666666667,0,4.16666666666667,4.66666666666667,10.375,1085.83333333333,1.14166666666667,152.5,0.0666666666666667,1.125,21.25,2.57787371952425,0.530843221865438
2254,"Carpiodes velifer_MYX.S",120209,1981,1,"22","120209_04","jt cjw","08/01/2024","na",39,28,434,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.570989266169275,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,120.25,1981-01-22,19.4666666666667,"winter",0,1.16357142857143,3.66356164612965,0.833333333333333,36.6666666666667,0,4.16666666666667,4.66666666666667,10.375,1085.83333333333,1.14166666666667,152.5,0.0666666666666667,1.125,21.25,2.57787371952425,0.530843221865438
2255,"Carpiodes velifer_MYX.S",120209,1981,1,"22","120209_03","djb cjw kl","08/01/2024","na",42,30,536,"control","control_1974-1983",30.77861,-89.82972,"MYX.S",0,-0.289128201142078,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.77861_-89.82972","CB",-2338.94,120.25,1981-01-22,19.4666666666667,"winter",0,1.16357142857143,3.73766961828337,0.833333333333333,36.6666666666667,0,4.16666666666667,4.66666666666667,10.375,1085.83333333333,1.14166666666667,152.5,0.0666666666666667,1.125,21.25,2.57787371952425,0.530843221865438
2256,"Carpiodes velifer_MYX.S",123304,1981,10,"22","123304_04","DMDM CJW","08/01/2024","na",37,26,426,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-0.758896642854073,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,235.909090909091,1981-10-22,20.3,"fall",0,1.25333333333333,3.61091791264422,0.958333333333333,45.8333333333333,0,6.66666666666667,3,6.33333333333333,901.666666666667,1.13,110,0.0666666666666667,2.375,33.3333333333333,1.51559096219025,0.42567494747693
2257,"Carpiodes velifer_MYX.S",123304,1981,10,"22","123304_02","DMDM GMC","08/01/2024","na",36,21,413,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-0.852850331196472,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,235.909090909091,1981-10-22,20.3,"fall",0,1.25333333333333,3.58351893845611,0.958333333333333,45.8333333333333,0,6.66666666666667,3,6.33333333333333,901.666666666667,1.13,110,0.0666666666666667,2.375,33.3333333333333,1.51559096219025,0.42567494747693
2258,"Carpiodes velifer_MYX.S",123304,1981,10,"22","123304_03","JT SC DMDM","08/01/2024","na",40,29,517,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-0.477035577826876,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,235.909090909091,1981-10-22,20.3,"fall",0,1.25333333333333,3.68887945411394,0.958333333333333,45.8333333333333,0,6.66666666666667,3,6.33333333333333,901.666666666667,1.13,110,0.0666666666666667,2.375,33.3333333333333,1.51559096219025,0.42567494747693
2259,"Carpiodes velifer_MYX.S",123304,1981,10,"22","123304_01","JT GMC","07/31/2024","na",43,32,576,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-0.195174512799679,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,235.909090909091,1981-10-22,20.3,"fall",0,1.25333333333333,3.76120011569356,0.958333333333333,45.8333333333333,0,6.66666666666667,3,6.33333333333333,901.666666666667,1.13,110,0.0666666666666667,2.375,33.3333333333333,1.51559096219025,0.42567494747693
2264,"Carpiodes velifer_MYX.S",128025,1982,10,"21","128025_03","GMC","07/31/2024","na",33,24,233,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-1.13471139622367,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1982-10-21,19.7777777777778,"fall",0,0.83875,3.49650756146648,0.75,49,NA,12.2222222222222,3,3.5,631.666666666667,1.26666666666667,147.777777777778,NA,0.666666666666667,20.8333333333333,2.16439820282004,0.663501915154123
2265,"Carpiodes velifer_MYX.S",128025,1982,10,"21","128025_01","sc djb gmc","07/31/2024","na",33,25,244,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-1.13471139622367,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1982-10-21,19.7777777777778,"fall",0,0.83875,3.49650756146648,0.75,49,NA,12.2222222222222,3,3.5,631.666666666667,1.26666666666667,147.777777777778,NA,0.666666666666667,20.8333333333333,2.16439820282004,0.663501915154123
2266,"Carpiodes velifer_MYX.S",128025,1982,10,"21","128025_01","ij cjw","07/31/2024","na",36,25,291,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-0.852850331196472,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1982-10-21,19.7777777777778,"fall",0,0.83875,3.58351893845611,0.75,49,NA,12.2222222222222,3,3.5,631.666666666667,1.26666666666667,147.777777777778,NA,0.666666666666667,20.8333333333333,2.16439820282004,0.663501915154123
2267,"Carpiodes velifer_MYX.S",128025,1982,10,"21","128025_04","DJB KL","07/31/2024","na",32,23,223,"control","control_1974-1983",30.76805,-89.83083,"MYX.S",0,-1.22866508456607,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76805_-89.83083","CA",-897.41,NA,1982-10-21,19.7777777777778,"fall",0,0.83875,3.46573590279973,0.75,49,NA,12.2222222222222,3,3.5,631.666666666667,1.26666666666667,147.777777777778,NA,0.666666666666667,20.8333333333333,2.16439820282004,0.663501915154123
2273,"Carpiodes velifer_MYX.S",134748,1984,4,"26","134748_01","kl","03/13/2024","na",53,38,NA,"control","control_1984-1993",30.7675,-89.83028,"MYX.S",0,0.74436237062431,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.7675_-89.83028","CA",-897.41,260,1984-04-26,18.1875,"spring",0,1.575,3.97029191355212,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
2274,"Carpiodes velifer_MYX.S",134748,1984,4,"26","134748_02","KL GC","03/13/2024","na",48,35,NA,"control","control_1984-1993",30.7675,-89.83028,"MYX.S",0,0.274593928912315,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.7675_-89.83028","CA",-897.41,260,1984-04-26,18.1875,"spring",0,1.575,3.87120101090789,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
2275,"Carpiodes velifer_MYX.S",134748,1984,4,"26","134748_03","kl cjw","03/13/2024","na",58,46,NA,"control","control_1984-1993",30.7675,-89.83028,"MYX.S",0,1.2141308123363,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.7675_-89.83028","CA",-897.41,260,1984-04-26,18.1875,"spring",0,1.575,4.06044301054642,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
2276,"Carpiodes velifer_MYX.S",134748,1984,4,"26","134748_04","KL","09/19/2024",NA,47,34,NA,"control","control_1984-1993",30.7675,-89.83028,"MYX.S",10,0.180640240569916,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.7675_-89.83028","CA",-897.41,260,1984-04-26,18.1875,"spring",1,1.575,3.85014760171006,1,29.75,NA,NA,20,NA,265,1.075,46.6666666666667,0.2,NA,10,-1.69289933982425,2.03535652634041
2283,"Carpiodes velifer_MYX.S",152902,1988,7,"21","152904_04","IJ DJB KL","7/31/2024","na",36,34,409,"control","control_1964-1973",30.76528,-89.83222,"MYX.S",0,-0.852850331196472,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,188.5,1988-07-21,19.125,"summer",0,0.95,3.58351893845611,1,28,NA,NA,2.25,NA,215,1.175,33.5,NA,NA,12.5,-0.525553448558226,-1.53342434372418
2284,"Carpiodes velifer_MYX.S",152902,1988,7,"21","152902_03","SC DJB CJW","07/31/2024","na",30,22,181,"control","control_1964-1973",30.76528,-89.83222,"MYX.S",0,-1.41657246125087,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,188.5,1988-07-21,19.125,"summer",0,0.95,3.40119738166216,1,28,NA,NA,2.25,NA,215,1.175,33.5,NA,NA,12.5,-0.525553448558226,-1.53342434372418
2285,"Carpiodes velifer_MYX.S",152902,1988,7,"21","152902_02","jt djb gmc","7/31/2024","na",32,23,247,"control","control_1964-1973",30.76528,-89.83222,"MYX.S",0,-1.22866508456607,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,188.5,1988-07-21,19.125,"summer",0,0.95,3.46573590279973,1,28,NA,NA,2.25,NA,215,1.175,33.5,NA,NA,12.5,-0.525553448558226,-1.53342434372418
2286,"Carpiodes velifer_MYX.S",152902,1988,7,"21","152902_01","djb kl","07/31/2024","na",34,26,301,"control","control_1964-1973",30.76528,-89.83222,"MYX.S",0,-1.04075770788127,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,188.5,1988-07-21,19.125,"summer",0,0.95,3.52636052461616,1,28,NA,NA,2.25,NA,215,1.175,33.5,NA,NA,12.5,-0.525553448558226,-1.53342434372418
2295,"Carpiodes velifer_MYX.S",157850,1990,4,"27","157850_02","djb cjw","08/01/2024","na",47,35,814,"control","control_1964-1973",30.76528,-89.83222,"MYX.S",0,0.180640240569916,"Carpiodes velifer","MYX.S","Carpiodes velifer","Complex","Myxozoa","Myxobolus","spp.","Myxobolus spp.","after","30.76528_-89.83222","CA",-518.92,213,1990-04-27,19.5,"spring",0,0.916666666666667,3.85014760171006,1,25.75,NA,NA,3.5,2,265,1.1375,16.25,NA,1,5.66666666666667,-0.82960410707092,-1.91573338120254
